case_id,cluster_id,source_task_id,split,scenario,difficulty,variant,proposed_decision,instruction,entity_summary,uav_status_summary,intervention_summary,automatic_validation,reviewer_id,review_status,case_valid,exclusion_reason,reviewer_notes
007da5c9:missing_information_clarify,cluster:007da5c9,007da5c9,calibration,target_assignment,hard,missing_information_clarify,CLARIFY,"Assigned UAV A stationary observation mission: take off to 83 meters, fly to observation point (431, 516, 83), hover at this position for at least 14 seconds while maintaining position.","UAVs=Drone 13; coordinates=(431, 516, 83); removed=Drone 13",base fleet=20 (idle=20); case fleet=20 (idle=20),removed explicit_drone_identity: Drone 13,passed_expected_valid_case_checks,,,,,
007da5c9:restored_information_execute,cluster:007da5c9,007da5c9,calibration,target_assignment,hard,restored_information_execute,EXECUTE,"Assigned UAV A (Drone 13) stationary observation mission: take off to 83 meters, fly to observation point (431, 516, 83), hover at this position for at least 14 seconds while maintaining position.","UAVs=Drone 13; coordinates=(431, 516, 83); removed=Drone 13",base fleet=20 (idle=20); case fleet=20 (idle=20),restored explicit_drone_identity: Drone 13,passed_expected_valid_case_checks,,,,,
007da5c9:resource_conflict_block,cluster:007da5c9,007da5c9,calibration,target_assignment,hard,resource_conflict_block,BLOCK,"Drone Drone 13 stationary observation mission: take off to 83 meters, fly to observation point (431, 516, 83), hover at this position for at least 14 seconds while maintaining position.","UAVs=Drone 13; coordinates=(431, 516, 83); removed=Drone 13",base fleet=20 (idle=20); case fleet=19 (idle=19),irrecoverable fleet conflict; removed required UAVs=Drone 13; proposed BLOCK,passed_expected_valid_case_checks,,,,,
009a6c0f:canonical_execute,cluster:009a6c0f,009a6c0f,train,target_assignment,hard,canonical_execute,EXECUTE,"Drone Drone 6 executes delivery route: take off to 19 meters, fly to waypoint 1 at (277, 213, 19) and land to deliver. Then take off, fly to waypoint 2 at (673, 212, 19) and land. Finally take off, fly to waypoint 3 at (595, 537, 19) and land to complete the mission.","UAVs=Drone 6; targets=waypoint 1 | waypoint 2 | waypoint 3; coordinates=(277, 213, 19) | (673, 212, 19) | (595, 537, 19); removed=Drone 6",base fleet=20 (idle=20); case fleet=20 (idle=20),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,
009a6c0f:official_alias_execute,cluster:009a6c0f,009a6c0f,train,target_assignment,hard,official_alias_execute,EXECUTE,"Sequential delivery run for Drone 6: land at WP1 (277,213), WP2 (673,212), and WP3 (595,537).","UAVs=Drone 6; targets=waypoint 1 | waypoint 2 | waypoint 3; coordinates=(277, 213, 19) | (673, 212, 19) | (595, 537, 19); removed=Drone 6",base fleet=20 (idle=20); case fleet=20 (idle=20),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,
009a6c0f:missing_information_clarify,cluster:009a6c0f,009a6c0f,train,target_assignment,hard,missing_information_clarify,CLARIFY,"Assigned UAV A executes delivery route: take off to 19 meters, fly to waypoint 1 at (277, 213, 19) and land to deliver. Then take off, fly to waypoint 2 at (673, 212, 19) and land. Finally take off, fly to waypoint 3 at (595, 537, 19) and land to complete the mission.","UAVs=Drone 6; targets=waypoint 1 | waypoint 2 | waypoint 3; coordinates=(277, 213, 19) | (673, 212, 19) | (595, 537, 19); removed=Drone 6",base fleet=20 (idle=20); case fleet=20 (idle=20),removed explicit_drone_identity: Drone 6,passed_expected_valid_case_checks,,,,,
009a6c0f:restored_information_execute,cluster:009a6c0f,009a6c0f,train,target_assignment,hard,restored_information_execute,EXECUTE,"Assigned UAV A (Drone 6) executes delivery route: take off to 19 meters, fly to waypoint 1 at (277, 213, 19) and land to deliver. Then take off, fly to waypoint 2 at (673, 212, 19) and land. Finally take off, fly to waypoint 3 at (595, 537, 19) and land to complete the mission.","UAVs=Drone 6; targets=waypoint 1 | waypoint 2 | waypoint 3; coordinates=(277, 213, 19) | (673, 212, 19) | (595, 537, 19); removed=Drone 6",base fleet=20 (idle=20); case fleet=20 (idle=20),restored explicit_drone_identity: Drone 6,passed_expected_valid_case_checks,,,,,
009a6c0f:resource_conflict_block,cluster:009a6c0f,009a6c0f,train,target_assignment,hard,resource_conflict_block,BLOCK,"Drone Drone 6 executes delivery route: take off to 19 meters, fly to waypoint 1 at (277, 213, 19) and land to deliver. Then take off, fly to waypoint 2 at (673, 212, 19) and land. Finally take off, fly to waypoint 3 at (595, 537, 19) and land to complete the mission.","UAVs=Drone 6; targets=waypoint 1 | waypoint 2 | waypoint 3; coordinates=(277, 213, 19) | (673, 212, 19) | (595, 537, 19); removed=Drone 6",base fleet=20 (idle=20); case fleet=19 (idle=19),irrecoverable fleet conflict; removed required UAVs=Drone 6; proposed BLOCK,passed_expected_valid_case_checks,,,,,
009c2a8d:canonical_execute,cluster:009c2a8d,009c2a8d,train,area_search,intermediate,canonical_execute,EXECUTE,"Drone Drone 3 takes off to 14 meters, flies to checkpoint at (528, 452, 14), and hovers briefly.","UAVs=Drone 3; coordinates=(528, 452, 14); removed=Drone 3",base fleet=5 (idle=5); case fleet=5 (idle=5),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,
009c2a8d:official_alias_execute,cluster:009c2a8d,009c2a8d,train,area_search,intermediate,official_alias_execute,EXECUTE,"Execute quick point-to-point mission for Drone 3: departure to 14m elevation, travel to checkpoint (528, 452, 14), hold position briefly.","UAVs=Drone 3; coordinates=(528, 452, 14); removed=Drone 3",base fleet=5 (idle=5); case fleet=5 (idle=5),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,
009c2a8d:missing_information_clarify,cluster:009c2a8d,009c2a8d,train,area_search,intermediate,missing_information_clarify,CLARIFY,"Assigned UAV A takes off to 14 meters, flies to checkpoint at (528, 452, 14), and hovers briefly.","UAVs=Drone 3; coordinates=(528, 452, 14); removed=Drone 3",base fleet=5 (idle=5); case fleet=5 (idle=5),removed explicit_drone_identity: Drone 3,passed_expected_valid_case_checks,,,,,
009c2a8d:restored_information_execute,cluster:009c2a8d,009c2a8d,train,area_search,intermediate,restored_information_execute,EXECUTE,"Assigned UAV A (Drone 3) takes off to 14 meters, flies to checkpoint at (528, 452, 14), and hovers briefly.","UAVs=Drone 3; coordinates=(528, 452, 14); removed=Drone 3",base fleet=5 (idle=5); case fleet=5 (idle=5),restored explicit_drone_identity: Drone 3,passed_expected_valid_case_checks,,,,,
009c2a8d:resource_conflict_block,cluster:009c2a8d,009c2a8d,train,area_search,intermediate,resource_conflict_block,BLOCK,"Drone Drone 3 takes off to 14 meters, flies to checkpoint at (528, 452, 14), and hovers briefly.","UAVs=Drone 3; coordinates=(528, 452, 14); removed=Drone 3",base fleet=5 (idle=5); case fleet=4 (idle=4),irrecoverable fleet conflict; removed required UAVs=Drone 3; proposed BLOCK,passed_expected_valid_case_checks,,,,,
00ae9b8e:canonical_execute,cluster:00ae9b8e,00ae9b8e,test,area_search,easy,canonical_execute,EXECUTE,"Drone Drone 1 should take off to 13 meters altitude, fly to pickup point at (344, 305, 13), land to collect goods, then take off again to 13 meters, fly to delivery point at (797, 556, 13), and land to complete delivery.","UAVs=Drone 1; coordinates=(344, 305, 13) | (797, 556, 13); removed=Drone 1",base fleet=3 (idle=3); case fleet=3 (idle=3),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,
00ae9b8e:official_alias_execute,cluster:00ae9b8e,00ae9b8e,test,area_search,easy,official_alias_execute,EXECUTE,"Drone 1 delivery mission: pick up from (344,305) on ground and deliver to (797,556) at 13m, then land.","UAVs=Drone 1; coordinates=(344, 305, 13) | (797, 556, 13); removed=Drone 1",base fleet=3 (idle=3); case fleet=3 (idle=3),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,
00ae9b8e:missing_information_clarify,cluster:00ae9b8e,00ae9b8e,test,area_search,easy,missing_information_clarify,CLARIFY,"Assigned UAV A should take off to 13 meters altitude, fly to pickup point at (344, 305, 13), land to collect goods, then take off again to 13 meters, fly to delivery point at (797, 556, 13), and land to complete delivery.","UAVs=Drone 1; coordinates=(344, 305, 13) | (797, 556, 13); removed=Drone 1",base fleet=3 (idle=3); case fleet=3 (idle=3),removed explicit_drone_identity: Drone 1,passed_expected_valid_case_checks,,,,,
00ae9b8e:restored_information_execute,cluster:00ae9b8e,00ae9b8e,test,area_search,easy,restored_information_execute,EXECUTE,"Assigned UAV A (Drone 1) should take off to 13 meters altitude, fly to pickup point at (344, 305, 13), land to collect goods, then take off again to 13 meters, fly to delivery point at (797, 556, 13), and land to complete delivery.","UAVs=Drone 1; coordinates=(344, 305, 13) | (797, 556, 13); removed=Drone 1",base fleet=3 (idle=3); case fleet=3 (idle=3),restored explicit_drone_identity: Drone 1,passed_expected_valid_case_checks,,,,,
00ae9b8e:resource_conflict_block,cluster:00ae9b8e,00ae9b8e,test,area_search,easy,resource_conflict_block,BLOCK,"Drone Drone 1 should take off to 13 meters altitude, fly to pickup point at (344, 305, 13), land to collect goods, then take off again to 13 meters, fly to delivery point at (797, 556, 13), and land to complete delivery.","UAVs=Drone 1; coordinates=(344, 305, 13) | (797, 556, 13); removed=Drone 1",base fleet=3 (idle=3); case fleet=2 (idle=2),irrecoverable fleet conflict; removed required UAVs=Drone 1; proposed BLOCK,passed_expected_valid_case_checks,,,,,
00caec47:canonical_execute,cluster:00caec47,00caec47,calibration,area_assignment_and_patrol,hard,canonical_execute,EXECUTE,"Drone Drone 7 performs extended distance flight test: take off to 19 meters, fly a route that covers at least 1229 meters total distance. The route should include waypoints at (160, 263, 19), (659, 246, 19), (886, 730, 19), and (222, 784, 19). After completing the distance requirement, the mission concludes.","UAVs=Drone 7; coordinates=(160, 263, 19) | (659, 246, 19) | (886, 730, 19) | (222, 784, 19); removed=Drone 7",base fleet=20 (idle=20); case fleet=20 (idle=20),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,
00caec47:official_alias_execute,cluster:00caec47,00caec47,calibration,area_assignment_and_patrol,hard,official_alias_execute,EXECUTE,"Drone 7 performs a long-range flight test: visit waypoints (160, 263), (659, 246), (886, 730), and (222, 784) at 19m to cover 1229m+.","UAVs=Drone 7; coordinates=(160, 263, 19) | (659, 246, 19) | (886, 730, 19) | (222, 784, 19); removed=Drone 7",base fleet=20 (idle=20); case fleet=20 (idle=20),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,
00caec47:missing_information_clarify,cluster:00caec47,00caec47,calibration,area_assignment_and_patrol,hard,missing_information_clarify,CLARIFY,"Assigned UAV A performs extended distance flight test: take off to 19 meters, fly a route that covers at least 1229 meters total distance. The route should include waypoints at (160, 263, 19), (659, 246, 19), (886, 730, 19), and (222, 784, 19). After completing the distance requirement, the mission concludes.","UAVs=Drone 7; coordinates=(160, 263, 19) | (659, 246, 19) | (886, 730, 19) | (222, 784, 19); removed=Drone 7",base fleet=20 (idle=20); case fleet=20 (idle=20),removed explicit_drone_identity: Drone 7,passed_expected_valid_case_checks,,,,,
00caec47:restored_information_execute,cluster:00caec47,00caec47,calibration,area_assignment_and_patrol,hard,restored_information_execute,EXECUTE,"Assigned UAV A (Drone 7) performs extended distance flight test: take off to 19 meters, fly a route that covers at least 1229 meters total distance. The route should include waypoints at (160, 263, 19), (659, 246, 19), (886, 730, 19), and (222, 784, 19). After completing the distance requirement, the mission concludes.","UAVs=Drone 7; coordinates=(160, 263, 19) | (659, 246, 19) | (886, 730, 19) | (222, 784, 19); removed=Drone 7",base fleet=20 (idle=20); case fleet=20 (idle=20),restored explicit_drone_identity: Drone 7,passed_expected_valid_case_checks,,,,,
00caec47:resource_conflict_block,cluster:00caec47,00caec47,calibration,area_assignment_and_patrol,hard,resource_conflict_block,BLOCK,"Drone Drone 7 performs extended distance flight test: take off to 19 meters, fly a route that covers at least 1229 meters total distance. The route should include waypoints at (160, 263, 19), (659, 246, 19), (886, 730, 19), and (222, 784, 19). After completing the distance requirement, the mission concludes.","UAVs=Drone 7; coordinates=(160, 263, 19) | (659, 246, 19) | (886, 730, 19) | (222, 784, 19); removed=Drone 7",base fleet=20 (idle=20); case fleet=19 (idle=19),irrecoverable fleet conflict; removed required UAVs=Drone 7; proposed BLOCK,passed_expected_valid_case_checks,,,,,
00fa2205:canonical_execute,cluster:00fa2205,00fa2205,calibration,target_assignment,intermediate,canonical_execute,EXECUTE,"Drone Drone 4 should take off to 15 meters, then climb to 21 meters altitude and hover.",UAVs=Drone 4; removed=Drone 4,base fleet=10 (idle=10); case fleet=10 (idle=10),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,
00fa2205:official_alias_execute,cluster:00fa2205,00fa2205,calibration,target_assignment,intermediate,official_alias_execute,EXECUTE,"Drone 4 altitude test: start 15m, end 21m",UAVs=Drone 4; removed=Drone 4,base fleet=10 (idle=10); case fleet=10 (idle=10),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,
00fa2205:missing_information_clarify,cluster:00fa2205,00fa2205,calibration,target_assignment,intermediate,missing_information_clarify,CLARIFY,"Assigned UAV A should take off to 15 meters, then climb to 21 meters altitude and hover.",UAVs=Drone 4; removed=Drone 4,base fleet=10 (idle=10); case fleet=10 (idle=10),removed explicit_drone_identity: Drone 4,passed_expected_valid_case_checks,,,,,
00fa2205:restored_information_execute,cluster:00fa2205,00fa2205,calibration,target_assignment,intermediate,restored_information_execute,EXECUTE,"Assigned UAV A (Drone 4) should take off to 15 meters, then climb to 21 meters altitude and hover.",UAVs=Drone 4; removed=Drone 4,base fleet=10 (idle=10); case fleet=10 (idle=10),restored explicit_drone_identity: Drone 4,passed_expected_valid_case_checks,,,,,
00fa2205:resource_conflict_block,cluster:00fa2205,00fa2205,calibration,target_assignment,intermediate,resource_conflict_block,BLOCK,"Drone Drone 4 should take off to 15 meters, then climb to 21 meters altitude and hover.",UAVs=Drone 4; removed=Drone 4,base fleet=10 (idle=10); case fleet=9 (idle=9),irrecoverable fleet conflict; removed required UAVs=Drone 4; proposed BLOCK,passed_expected_valid_case_checks,,,,,
014d5d42:canonical_execute,cluster:014d5d42,014d5d42,test,area_search,intermediate,canonical_execute,EXECUTE,"Deploy drones Drone 4, Drone 3, Drone 1, and Drone 2 for perimeter search. All take off to 26 meters altitude. Position Drone 4 at guard point (489,680,26), Drone 3 at guard point (707,411,26), Drone 1 at guard point (491,357,26), and Drone 2 at west guard point (338,571,26). All drones hover, take photos at their positions, and maintain search.","UAVs=Drone 4, Drone 3, Drone 1, Drone 2; coordinates=(489,680,26) | (707,411,26) | (491,357,26) | (338,571,26); removed=Drone 4 | Drone 3 | Drone 1 | Drone 2",base fleet=5 (idle=5); case fleet=5 (idle=5),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,
014d5d42:official_alias_execute,cluster:014d5d42,014d5d42,test,area_search,intermediate,official_alias_execute,EXECUTE,"Deploy a four-drone perimeter screen: send Drone 4 to (489,680,26), Drone 3 to (707,411,26), Drone 1 to (491,357,26), Drone 2 to (338,571,26) after takeoff to 26m; hover and photograph.","UAVs=Drone 4, Drone 3, Drone 1, Drone 2; coordinates=(489,680,26) | (707,411,26) | (491,357,26) | (338,571,26); removed=Drone 4 | Drone 3 | Drone 1 | Drone 2",base fleet=5 (idle=5); case fleet=5 (idle=5),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,
014d5d42:missing_information_clarify,cluster:014d5d42,014d5d42,test,area_search,intermediate,missing_information_clarify,CLARIFY,"Deploy assigned UAV A, Assigned UAV B, Assigned UAV C, and Assigned UAV D for perimeter search. All take off to 26 meters altitude. Position Assigned UAV A at guard point (489,680,26), Assigned UAV B at guard point (707,411,26), Assigned UAV C at guard point (491,357,26), and Assigned UAV D at west guard point (338,571,26). All drones hover, take photos at their positions, and maintain search.","UAVs=Drone 4, Drone 3, Drone 1, Drone 2; coordinates=(489,680,26) | (707,411,26) | (491,357,26) | (338,571,26); removed=Drone 4 | Drone 3 | Drone 1 | Drone 2",base fleet=5 (idle=5); case fleet=5 (idle=5),removed explicit_drone_identity: Drone 4 | Drone 3 | Drone 1 | Drone 2,passed_expected_valid_case_checks,,,,,
014d5d42:restored_information_execute,cluster:014d5d42,014d5d42,test,area_search,intermediate,restored_information_execute,EXECUTE,"Deploy assigned UAV A (Drone 4), Assigned UAV B (Drone 3), Assigned UAV C (Drone 1), and Assigned UAV D (Drone 2) for perimeter search. All take off to 26 meters altitude. Position Assigned UAV A (Drone 4) at guard point (489,680,26), Assigned UAV B (Drone 3) at guard point (707,411,26), Assigned UAV C (Drone 1) at guard point (491,357,26), and Assigned UAV D (Drone 2) at west guard point (338,571,26). All drones hover, take photos at their positions, and maintain search.","UAVs=Drone 4, Drone 3, Drone 1, Drone 2; coordinates=(489,680,26) | (707,411,26) | (491,357,26) | (338,571,26); removed=Drone 4 | Drone 3 | Drone 1 | Drone 2",base fleet=5 (idle=5); case fleet=5 (idle=5),restored explicit_drone_identity: Drone 4 | Drone 3 | Drone 1 | Drone 2,passed_expected_valid_case_checks,,,,,
014d5d42:resource_conflict_block,cluster:014d5d42,014d5d42,test,area_search,intermediate,resource_conflict_block,BLOCK,"Deploy drones Drone 4, Drone 3, Drone 1, and Drone 2 for perimeter search. All take off to 26 meters altitude. Position Drone 4 at guard point (489,680,26), Drone 3 at guard point (707,411,26), Drone 1 at guard point (491,357,26), and Drone 2 at west guard point (338,571,26). All drones hover, take photos at their positions, and maintain search.","UAVs=Drone 4, Drone 3, Drone 1, Drone 2; coordinates=(489,680,26) | (707,411,26) | (491,357,26) | (338,571,26); removed=Drone 4 | Drone 3 | Drone 1 | Drone 2",base fleet=5 (idle=5); case fleet=1 (idle=1),irrecoverable fleet conflict; removed required UAVs=Drone 1 | Drone 2 | Drone 3 | Drone 4; proposed BLOCK,passed_expected_valid_case_checks,,,,,
018d1d05:canonical_execute,cluster:018d1d05,018d1d05,train,area_assignment_and_patrol,extreme,canonical_execute,EXECUTE,"Drones Drone 14, Drone 17, and Drone 27 should take off to 19 meters altitude and form a triangle formation around target at position (609, 473, 19). Drone 14 positions at (609, 482, 19), Drone 17 at (502, 537, 19), and Drone 27 at (426, 429, 19). After formation is established, all drones maintain hovering.","UAVs=Drone 14, Drone 17, Drone 27; coordinates=(609, 473, 19) | (609, 482, 19) | (502, 537, 19) | (426, 429, 19); removed=Drone 14 | Drone 17 | Drone 27",base fleet=30 (idle=30); case fleet=30 (idle=30),unchanged canonical instruction,passed_expected_valid_case_checks,,,,,
018d1d05:official_alias_execute,cluster:018d1d05,018d1d05,train,area_assignment_and_patrol,extreme,official_alias_execute,EXECUTE,"Three-drone triangulation: take off to 19m, form a triangle around (609, 473, 19) with positions Drone 14 (609,482,19), Drone 17 (502,537,19), Drone 27 (426,429,19), then hover.","UAVs=Drone 14, Drone 17, Drone 27; coordinates=(609, 473, 19) | (609, 482, 19) | (502, 537, 19) | (426, 429, 19); removed=Drone 14 | Drone 17 | Drone 27",base fleet=30 (idle=30); case fleet=30 (idle=30),official source alias; no context mutation,passed_expected_valid_case_checks,,,,,
018d1d05:missing_information_clarify,cluster:018d1d05,018d1d05,train,area_assignment_and_patrol,extreme,missing_information_clarify,CLARIFY,"Assigned UAV A, Assigned UAV B, and Assigned UAV C should take off to 19 meters altitude and form a triangle formation around target at position (609, 473, 19). Assigned UAV A positions at (609, 482, 19), Assigned UAV B at (502, 537, 19), and Assigned UAV C at (426, 429, 19). After formation is established, all drones maintain hovering.","UAVs=Drone 14, Drone 17, Drone 27; coordinates=(609, 473, 19) | (609, 482, 19) | (502, 537, 19) | (426, 429, 19); removed=Drone 14 | Drone 17 | Drone 27",base fleet=30 (idle=30); case fleet=30 (idle=30),removed explicit_drone_identity: Drone 14 | Drone 17 | Drone 27,passed_expected_valid_case_checks,,,,,
018d1d05:restored_information_execute,cluster:018d1d05,018d1d05,train,area_assignment_and_patrol,extreme,restored_information_execute,EXECUTE,"Assigned UAV A (Drone 14), Assigned UAV B (Drone 17), and Assigned UAV C (Drone 27) should take off to 19 meters altitude and form a triangle formation around target at position (609, 473, 19). Assigned UAV A (Drone 14) positions at (609, 482, 19), Assigned UAV B (Drone 17) at (502, 537, 19), and Assigned UAV C (Drone 27) at (426, 429, 19). After formation is established, all drones maintain hovering.","UAVs=Drone 14, Drone 17, Drone 27; coordinates=(609, 473, 19) | (609, 482, 19) | (502, 537, 19) | (426, 429, 19); removed=Drone 14 | Drone 17 | Drone 27",base fleet=30 (idle=30); case fleet=30 (idle=30),restored explicit_drone_identity: Drone 14 | Drone 17 | Drone 27,passed_expected_valid_case_checks,,,,,
